No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
1,hypochlorous acid,3000000000.0,9.477121255,7790-92-3,OCl,,25.0,DOI: 10.1021/acs.est.7b00507,alcohol,Oxygenated organics
2,hypochlorous acid,8200000000.0,9.913813852,7790-92-3,OCl,,25.0,DOI: 10.1021/acs.est.7b00508,alcohol,Oxygenated organics
3,CHLORIDE STANDARD,2100000000.0,9.322219295,16887-00-6,[Cl-],,25.0,DOI: 10.1021/acs.est.7b00509,halogeneted,Halogenated organics
4,Water,250000.0,5.397940009,7732-18-5,O,,25.0,DOI: 10.1021/acs.est.7b00510,alcohol,Oxygenated organics
5,Hydroxide ion,18000000000.0,10.25527251,3352-57-6,[OH],,25.0,DOI: 10.1021/acs.est.7b00511,alcohol,Oxygenated organics
6,Dichloromethane,,7.13,1975/9/2,ClCCl,,,https://doi.org/10.1021/jp051072l,halogeneted,Halogenated organics
7,Pentane,,9.97,109-66-0,CCCCC,,,https://doi.org/10.1021/jp051073l,alkane,Aliphatic hydrocarbons
8,Hexane,,10.02,110-54-3,CCCCCC,,,https://doi.org/10.1021/jp051074l,alkane,Aliphatic hydrocarbons
9,Heptane,,10.03,142-82-5,CCCCCCC,,,https://doi.org/10.1021/jp051075l,alkane,Aliphatic hydrocarbons
10,Cyclopentane,,10.0,287-92-3,C1CCCC1,,,https://doi.org/10.1021/jp051076l,cyclo,Aromatic & PAHs
11,Cyclohexane,,10.06,110-82-7,C1CCCCC1,,,https://doi.org/10.1021/jp051077l,benzene,Aromatic & PAHs
12,Cycloheptane,,10.07,291-64-5,C1CCCCCC1,,,https://doi.org/10.1021/jp051078l,cyclo,Aromatic & PAHs
13,Methanol,,9.72,67-56-1,CO,,,https://doi.org/10.1021/jp051079l,halogeneted,Halogenated organics
14,Ethanol,,9.85,64-17-5,CCO,,,https://doi.org/10.1021/jp051080l,alkane,Aliphatic hydrocarbons
15,benzoic acid,18000000000.0,10.25527251,65-85-0,O=C(O)c1ccccc1,,,https://doi.org/10.1021/es4036094,benzene,Aromatic & PAHs
16,Hypochlorous acid,3000000000.0,9.477121255,7790-92-3,OCl,6,,https://doi.org/10.1021/es4036094,alcohol,Oxygenated organics
17,hypochlorite,8200000000.0,9.913813852,14380-61-1,[O-]Cl,9,,https://doi.org/10.1021/es4036094,halogeneted,Halogenated organics
18,Bicarbonate ion,220000000.0,8.342422681,71-52-3,O=C([O-])O,,,https://doi.org/10.1021/es4036095,halogeneted,Halogenated organics
19,benzene,12000000000.0,10.07918125,71-43-2,c1ccccc1,1.5,25.0,https://doi.org/10.1155/2024/6974417,benzene,Aromatic & PAHs
20,Ethyl alcohol,6200000000.0,9.792391689,64-17-5,CCO,,21.0,https://doi.org/10.1002/kin.10109,alkane,Aliphatic hydrocarbons
21,Ethyl alcohol,2780000000.0,9.444044796,64-17-5,CCO,,21.0,https://doi.org/10.1002/kin.10110,alkane,Aliphatic hydrocarbons
22,n-Propyl alcohol,9210000000.0,9.96425963,71-23-8,CCCO,,21.0,https://doi.org/10.1002/kin.10111,alkane,Aliphatic hydrocarbons
23,n-Propyl alcohol,8850000000.0,9.946943271,71-23-8,CCCO,,21.0,https://doi.org/10.1002/kin.10112,alkane,Aliphatic hydrocarbons
24,Isopropyl alcohol,4420000000.0,9.645422269,67-63-0,CC(C)O,,21.0,https://doi.org/10.1002/kin.10113,alkane,Aliphatic hydrocarbons
25,Isopropyl alcohol,4970000000.0,9.696356389,67-63-0,CC(C)O,,21.0,https://doi.org/10.1002/kin.10114,alkane,Aliphatic hydrocarbons
26,Butanol,12700000000.0,10.10380372,71-36-3,CCCCO,,21.0,https://doi.org/10.1002/kin.10115,alkane,Aliphatic hydrocarbons
27,Butanol,13400000000.0,10.1271048,71-36-3,CCCCO,,21.0,https://doi.org/10.1002/kin.10116,alkane,Aliphatic hydrocarbons
28,Isobutyl alcohol,11200000000.0,10.04921802,78-83-1,CC(C)CO,,21.0,https://doi.org/10.1002/kin.10117,alkane,Aliphatic hydrocarbons
29,Isobutyl alcohol,11800000000.0,10.07188201,78-83-1,CC(C)CO,,21.0,https://doi.org/10.1002/kin.10118,alkane,Aliphatic hydrocarbons
30,tert-Butyl alcohol,1890000000.0,9.276461804,75-65-0,CC(C)(C)O,,21.0,https://doi.org/10.1002/kin.10119,alkane,Aliphatic hydrocarbons
31,tert-Butyl alcohol,2050000000.0,9.311753861,75-65-0,CC(C)(C)O,,21.0,https://doi.org/10.1002/kin.10120,alkane,Aliphatic hydrocarbons
32,n-Pentyl alcohol,15500000000.0,10.1903317,71-41-0,CCCCCO,,21.0,https://doi.org/10.1002/kin.10121,alkane,Aliphatic hydrocarbons
33,n-Pentyl alcohol,15500000000.0,10.1903317,71-41-0,CCCCCO,,21.0,https://doi.org/10.1002/kin.10122,alkane,Aliphatic hydrocarbons
34,Isopentyl alcohol,14200000000.0,10.15228834,123-51-3,CC(C)CCO,,21.0,https://doi.org/10.1002/kin.10123,alkane,Aliphatic hydrocarbons
35,Isopentyl alcohol,14100000000.0,10.14921911,123-51-3,CC(C)CCO,,21.0,https://doi.org/10.1002/kin.10124,alkane,Aliphatic hydrocarbons
36,N-Nitrosodimethylamine,683000000.0,8.834420704,62-75-9,CN(C)N=O,7,25.0,https://doi.org/10.1016/j.jece.2022.108705,halogeneted,Halogenated organics
37,N-Methyl-N-nitrosoethanamine,502000000.0,8.700703717,10595-95-6,CCN(C)N=O,7,25.0,https://doi.org/10.1016/j.jece.2022.108705,alkane,Aliphatic hydrocarbons
38,N-Nitrosodiethylamine,1420000000.0,9.152288344,55-18-5,CCN(CC)N=O,7,25.0,https://doi.org/10.1016/j.jece.2022.108705,alkane,Aliphatic hydrocarbons
39,"1-Propanamine,N-nitroso-N-propyl",4210000000.0,9.624282096,621-64-7,CCCN(CCC)N=O,7,25.0,https://doi.org/10.1016/j.jece.2022.108705,alkane,Aliphatic hydrocarbons
40,N-nitrosodibutylamine,4600000000.0,9.662757832,924-16-3,O=NN(CCCC)CCCC,7,25.0,https://doi.org/10.1016/j.jece.2022.108705,halogeneted,Halogenated organics
41,1-nitrosopyrrolidine,1130000000.0,9.053078443,930-55-2,O=NN1CCCC1,7,25.0,https://doi.org/10.1016/j.jece.2022.108705,halogeneted,Halogenated organics
42,1-nitrosopiperidine,5290000000.0,9.723455672,100-75-4,O=NN1CCCCC1,7,25.0,https://doi.org/10.1016/j.jece.2022.108705,pyridine,Heterocycles
43,"Morpholine,4-nitroso-",5710000000.0,9.756636108,59-89-2,O=NN1CCOCC1,7,25.0,https://doi.org/10.1016/j.jece.2022.108705,alcohol,Oxygenated organics
44,Carbamazepine,56000000000.0,10.74818803,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,7,25.0,https://doi.org/10.1016/j.watres.2016.04.015,benzene,Aromatic & PAHs
45,"1,4-Dimethoxybenzene",18000000000.0,10.25527251,150-78-7,COc1ccc(OC)cc1,,,https://doi.org/10.1016/j.jece.2024.112630,alcohol,Oxygenated organics
46,benzoic acid,18000000000.0,10.25527251,65-85-0,O=C(O)c1ccccc1,,,https://doi.org/10.1016/j.jece.2024.112630,benzene,Aromatic & PAHs
47,Methyl chlorodifluoroacetate,66000000.0,7.819543936,1514-87-0,COC(C(F)(Cl)F)=O,,25.0,https://doi.org/10.1007/s00894-013-1865-1,alcohol,Oxygenated organics
48,Isoprene,283000000000.0,11.45178644,78-79-5,C=CC(=C)C,,25.0,https://doi.org/10.1016/j.scitotenv.2019.136330,halogeneted,Halogenated organics
49,Toluene,18000000000.0,10.25527251,108-88-3,CC1=CC=CC=C1,4,25.0,https://doi.org/10.1021/jp004630z,cyclo,Aromatic & PAHs
50,Benzoic acid,18000000000.0,10.25527251,65-85-0,O=C(O)c1ccccc1,4,25.0,https://doi.org/10.1021/jp004630z,benzene,Aromatic & PAHs
51,Chlorobenzene,18000000000.0,10.25527251,108-90-7,Clc1ccccc1,4,25.0,https://doi.org/10.1021/jp004630z,benzene,Aromatic & PAHs
52,Ofloxacin,23454000000.0,10.37021692,82419-36-1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,6.5,25.0,https://doi.org/10.1016/j.jece.2024.113740,alcohol,Oxygenated organics
53,Ciprofibrate,26334000000.0,10.42051683,52214-84-3,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,6.5,25.0,https://doi.org/10.1016/j.jece.2024.113741,alkane,Aliphatic hydrocarbons
54,Nitrofurantoin,31644000000.0,10.50029138,67-20-9,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,6.5,25.0,https://doi.org/10.1016/j.jece.2024.113742,diol,Polyfunctional / highly functionalized
55,Amoxicillin,7641000000.0,9.8831502,26787-78-0,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,6.5,25.0,https://doi.org/10.1016/j.jece.2024.113743,"sulfide, disulfide",Sulfur-containing organics
56,Paracetamol,24858000000.0,10.39546618,103-90-2,CC(=O)Nc1ccc(O)cc1,6.5,25.0,https://doi.org/10.1016/j.jece.2024.113744,benzene,Aromatic & PAHs
57,Levofloxacin,25943400000.0,10.41402689,100986-85-4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,6.5,25.0,https://doi.org/10.1016/j.jece.2024.113745,alcohol,Oxygenated organics
58,Ciprofloxacin,25362000000.0,10.4041835,85721-33-1,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,6.5,25.0,https://doi.org/10.1016/j.jece.2024.113746,benzene,Aromatic & PAHs
59,Caffeine,45500000000.0,10.6580114,1958/8/2,CN1C=NC2=C1C(N(C)C(N2C)=O)=O,6.5,25.0,https://doi.org/10.1016/j.jece.2024.113747,halogeneted,Halogenated organics
60,2-(Perfluorobutoxy) ethyl acrylate,133000000000.0,11.12385164,38054-57-8,C=CCO-O-CF2CF2CF2CF2CF3,,23.0,https://doi.org/10.1021/jp810358k,halogeneted,Halogenated organics
61,Nitrobenzene,2700000000.0,9.431363764,98-95-3,O=[N+]([O-])c1ccccc1,7,25.0,https://doi.org/10.1021/acsomega.1c06001,benzene,Aromatic & PAHs
62,Benzoate anion,1830.0,3.26245109,766-76-7,O=C([O-])c1ccccc1,7,25.0,https://doi.org/10.1021/acsomega.1c06001,benzene,Aromatic & PAHs
63,p-Chlorobenzoate anion,320000000.0,8.505149978,16887-60-8,O=C([O-])c1ccc(Cl)cc1,7,25.0,https://doi.org/10.1021/acsomega.1c06001,benzene,Aromatic & PAHs
64,Nitrite,5000000000.0,9.698970004,24407-06-5,[O-]N=O,7,25.0,https://doi.org/10.1016/j.scitotenv.2020.143325,amine,Nitrogen-containing organics
65,Nitrate,100000000.0,8.0,619-97-6,O=[N+]([O-])[O-],7,25.0,https://doi.org/10.1016/j.scitotenv.2020.143325,amine,Nitrogen-containing organics
66,Carbamazepine,56000000000.0,10.74818803,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,7,25.0,https://doi.org/10.1016/j.scitotenv.2020.143325,benzene,Aromatic & PAHs
67,tert-Butanol,620000000.0,8.792391689,75-65-0,CC(C)(C)O,7,25.0,https://doi.org/10.1016/j.scitotenv.2020.143325,alkane,Aliphatic hydrocarbons
68,Chloride,8000000000.0,9.903089987,16887-00-6,[Cl-],7,25.0,https://doi.org/10.1016/j.scitotenv.2020.143325,halogeneted,Halogenated organics
69,Hypochlorous acid,3000000000.0,9.477121255,7790-92-3,OCl,7,25.0,https://doi.org/10.1039/D2EW00320A,alcohol,Oxygenated organics
70,Hypochlorite ion,8200000000.0,9.913813852,14380-61-1,ClO-,7,25.0,https://doi.org/10.1039/D2EW00320A,halogeneted,Halogenated organics
71,Chloride ion,8500000000.0,9.929418926,12589-83-2,[Cl-],7,25.0,https://doi.org/10.1039/D2EW00320A,halogeneted,Halogenated organics
72,Ni?EDTA,13800000000.0,10.13987909,15708-41-5,O.O.O.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Fe+3].[Na+],3.5,25.0,https://doi.org/10.1021/acsestwater.2c00598,diol,Polyfunctional / highly functionalized
73,benzoic acid,18000000000.0,10.25527251,65-85-0,O=C(O)c1ccccc1,3.5,25.0,https://doi.org/10.1021/acsestwater.2c00598,benzene,Aromatic & PAHs
74,Chloride ion,8500000000.0,9.929418926,12589-83-2,[Cl-],3.5,25.0,https://doi.org/10.1021/acsestwater.2c00598,halogeneted,Halogenated organics
75,tert-Butanol,300000000.0,8.477121255,75-65-0,CC(C)(C)O,3.5,25.0,https://doi.org/10.1021/acsestwater.2c00598,alkane,Aliphatic hydrocarbons
76,Bicarbonate ion,2200000.0,6.342422681,71-52-3,O=C([O-])O,3.5,25.0,https://doi.org/10.1021/acsestwater.2c00598,halogeneted,Halogenated organics
77,basic blue 41,100000000.0,8.0,12270-13-2,CCN(CCO)c1ccc(N=Nc2sc3cc(OC)ccc3[n+]2C)cc1.COS(=O)(=O)[O-],9,20.0,https://doi.org/10.1016/j.jwpe.2025.108213,"sulfide, disulfide",Sulfur-containing organics
78,Benzoic acid,18000000000.0,10.25527251,65-85-0,O=C(O)c1ccccc1,9,20.0,https://doi.org/10.1016/j.jwpe.2025.108214,benzene,Aromatic & PAHs
79,Chloride ion,8500000000.0,9.929418926,12589-83-2,[Cl-],9,20.0,https://doi.org/10.1016/j.jwpe.2025.108215,halogeneted,Halogenated organics
80,Acetophenone,13130000000.0,10.11826473,98-86-2,CC(=O)c1ccccc1,5,25.0,https://doi.org/10.1016/j.jhazmat.2023.133268,benzene,Aromatic & PAHs
81,Acetophenone,13240000000.0,10.12188799,98-86-2,CC(=O)c1ccccc1,7,25.0,https://doi.org/10.1016/j.jhazmat.2023.133268,benzene,Aromatic & PAHs
82,Acetophenone,13370000000.0,10.12613141,98-86-3,CC(=O)c1ccccc1,10,25.0,https://doi.org/10.1016/j.jhazmat.2023.133268,benzene,Aromatic & PAHs
83,sulfapyridine,8790000000.0,9.943988875,144-83-2,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,,25.0,https://doi.org/10.1021/acs.iecr.9b06228,cyclo,Aromatic & PAHs
84,acetaminophen,13300000000.0,10.12385164,462631-86-3,CC(=O)NC1=CC=C(C=C1)O,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons
85,aspirin,6800000000.0,9.832508913,69453-66-3,CC(=O)OC1=CC=CC=C1C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics
86,diclofenac,37700000000.0,10.57634135,146607-19-4,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,halogeneted,Halogenated organics
87,ibuprofen,27700000000.0,10.44247977,462631-86-3,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons
89,naproxen,20100000000.0,10.30319606,119166-66-4,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics
90,atenolol,22900000000.0,10.35983548,1202864-50-3,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons
91,metoprolol,17100000000.0,10.23299611,959786-79-9,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics
93,amoxicillin,12700000000.0,10.10380372,2088960-43-2,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons
94,cefotaxime,23000000000.0,10.36172784,65715-12-0,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics
95,cephalexin,21700000000.0,10.33645973,2101505-56-8,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics
96,cefaclor,15900000000.0,10.20139712,2747959-02-8,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,halogeneted,Halogenated organics
97,penicillin G,12500000000.0,10.09691001,8069-87-2,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs
98,penicillin V,13100000000.0,10.1172713,148680-07-3,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics
99,ciprofloxacin,13900000000.0,10.1430148,93398-92-6,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs
100,enrofloxacin,15300000000.0,10.18469143,1219795-24-0,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons
101,flumequine,7700000000.0,9.886490725,42835-68-7,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs
102,ofloxacin,15400000000.0,10.18752072,97791-27-0,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics
103,azithromycin,7800000000.0,9.892094603,756825-20-4,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
104,erythromycin,6800000000.0,9.832508913,40554-78-7,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
105,erythromycin,7200000000.0,9.857332496,40554-78-7,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
107,dimetridazole,4200000000.0,9.62324929,64678-69-9,CC1=NC=C(N1C)[N+](=O)[O-],7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons
108,metronidazole,3100000000.0,9.491361694,13182-89-3,CC1=NC=C(N1CCO)[N+](=O)[O-],7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons
111,sulfanilamide,31200000000.0,10.49415459,130249-47-7,C1=CC(=CC=C1N)S(=O)(=O)N,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics
112,sulfadimethoxine,40800000000.0,10.61066016,345936-70-1,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
113,sulfadiazine,33500000000.0,10.52504481,1219149-66-2,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics
114,sulfamethazine,32100000000.0,10.50650503,53081-02-0,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics
115,sulfamethoxazole,36400000000.0,10.56110138,1346603-52-8,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics
116,sulfathiazole,37800000000.0,10.5774918,1020719-89-4,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics
119,oxytetracycline,23600000000.0,10.372912,8017-33-2,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
120,tetracycline,19800000000.0,10.29666519,84187-37-1,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
121,bezafibrate,10400000000.0,10.01703334,153758-85-1,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics
122,clofibric acid,5500000000.0,9.740362689,72072-47-0,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics
123,gemfibrozil,21400000000.0,10.33041377,86837-66-3,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics
124,caffeine,38700000000.0,10.58771097,78072-66-9,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,7,,https://doi.org/10.1021/acs.est.9b02462,halogeneted,Halogenated organics
125,theophylline,39800000000.0,10.59988307,28384-81-8,CN1C2=C(C(=O)N(C1=O)C)NC=N2,7,,https://doi.org/10.1021/acs.est.9b02462,halogeneted,Halogenated organics
126,xanthine,38100000000.0,10.58092498,69-89-6,C1=NC2=C(N1)C(=O)NC(=O)N2,7,,https://doi.org/10.1021/acs.est.9b02462,halogeneted,Halogenated organics
127,cimetidine,4300000000.0,9.633468456,38603-74-6,CC1=C(N=CN1)CSCCNC(=NC)NC#N,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics
128,famotidine,17200000000.0,10.23552845,1798006-30-0,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics
129,carbamazepine,33000000000.0,10.51851394,1189902-21-3,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs
131,iopromide,27500000000.0,10.43933269,185459-57-8,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
133,mesalazine,22300000000.0,10.34830486,121887-11-4,C1=CC(=C(C=C1N)C(=O)O)O,7,,https://doi.org/10.1021/acs.est.9b02462,halogeneted,Halogenated organics
135,primidone,6200000000.0,9.792391689,125-33-7,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs
138,sucralose,11100000000.0,10.04532298,848642-13-7,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
140,triclosan,27600000000.0,10.44090908,1020720-00-6,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics
141,trimethoprim,21100000000.0,10.32428246,304671-81-6,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
143,dimethyl phthalate,18100000000.0,10.25767857,198283-80-6,COC(=O)C1=CC=CC=C1C(=O)OC,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
144,diethyl phthalate,19700000000.0,10.29446623,1817006-92-0,CCOC(=O)C1=CC=CC=C1C(=O)OCC,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
145,dibutyl phthalate,19600000000.0,10.29225607,93952-11-5,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized
146,estrone (E1),20600000000.0,10.31386722,15426-98-9,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,7,,https://doi.org/10.1021/acs.est.9b02462,halogeneted,Halogenated organics
147,estradiol (E2),20100000000.0,10.30319606,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics
