No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
1,((perfluorooctyl)sulfonyl)glycinate,8.72427587,909405-47-6,O=C([O-])CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,https://doi.org/10.1021/acs.est.1c04772,"sulfide, disulfide",Sulfur-containing organics
2,((perfluorooctyl)sulfonyl)glycinate,8.72,909405-47-6,O=C([O-])CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.0,25.0,Zhong et al.,"sulfide, disulfide",Sulfur-containing organics
3,(1-methylethyl)-4-benzenesulfonic acid,9.9,2429952-20-3,CC(C)c1ccccc1S(=O)(=O)[O-].[Na+],7.0,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
4,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",9.505149978,73315-64-7,CNC(=O)Oc1cccc2CC(C)(C)Oc12,,,https://doi.org/10.1021/acs.est.1c04839,diol,Polyfunctional / highly functionalized
5,"(2E)-nona-2,6-dienal",10.0211893,30551-17-8,CC/C=C/CC\C=C\C=O,,,https://doi.org/10.1021/acs.est.1c05082,alkane,Aliphatic hydrocarbons
6,"(2R,3R)-1,4-bis-sulfanylbutane-2,3-diol",10.17609126,136597-79-0,O[C@@H](CS)[C@@H](O)CS,,,https://doi.org/10.1021/acs.est.1c05550,"sulfide, disulfide",Sulfur-containing organics
7,"(2R,3S)-butane-2,3-diol",9.113943352,1320337-56-1,C[C@@H](O)[C@H](C)O,,,https://doi.org/10.1021/acs.est.1c05287,halogeneted,Halogenated organics
8,"(2R,3S,4R,5R,8R,10R,11R,13S,14R)-11-[(2S,3R,4S,6R)-4-dimethylamino-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",9.459392488,620169-47-3,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,,,https://doi.org/10.1021/acs.est.1c04974,diol,Polyfunctional / highly functionalized
9,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(phenylmethoxy)oxane-3,4,5-triol",10.62,1044856-96-3,OC[C@H]1O[C@@H](OCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,7.0,25.0,NIST,diol,Polyfunctional / highly functionalized
10,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(3-nitrophenoxy)oxane-3,4,5-triol",9.6,29857-05-4,O=[N+]([O-])c1cccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,7.0,25.0,NIST,cyclo,Aromatic & PAHs
11,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(4-nitrophenoxy)oxane-3,4,5-triol",9.58,29857-05-4,O=[N+]([O-])c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,7.0,25.0,NIST,cyclo,Aromatic & PAHs
12,(2S)-2-(3-aminopropanoylamino)-3-(3H-imidazol-4-yl)propanoic acid,9.954242509,7683-28-5,NCCC(=O)N[C@@H](Cc1[nH]cnc1)C(O)=O,,,https://doi.org/10.1021/acs.est.1c05088,halogeneted,Halogenated organics
13,"(2S)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxybutanamide",9.859738566,129865-03-8,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,,,https://doi.org/10.1021/acs.est.1c05672,diol,Polyfunctional / highly functionalized
14,"(2S,3S)-2,3-dihydroxybutanedioic acid",8.84509804,172152-22-6,O[C@@H]([C@H](O)C(O)=O)C(O)=O,,,https://doi.org/10.1021/acs.est.1c04536,diol,Polyfunctional / highly functionalized
15,"(2S,3S,4S)-3-(carboxymethyl)-4-prop-1-en-2-ylpyrrolidine-2-carboxylic acid",9.390935107,75232-58-5,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O,,,https://doi.org/10.1021/acs.est.1c05113,alkane,Aliphatic hydrocarbons
16,"(2S,3S,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexanoic acid",9.113943352,70984-16-6,O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O,,,https://doi.org/10.1021/acs.est.1c05353,halogeneted,Halogenated organics
17,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide hydrate hydrochloride",9.92992956,93940-75-1,O.[Cl-].CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O.[H+],,,https://doi.org/10.1021/acs.est.1c05363,diol,Polyfunctional / highly functionalized
18,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",9.899820502,20087-62-1,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,,,https://doi.org/10.1021/acs.est.1c05526,"sulfide, disulfide",Sulfur-containing organics
19,"(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid trihydrate",9.840106094,525-91-7,O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O,,,https://doi.org/10.1021/acs.est.1c04897,diol,Polyfunctional / highly functionalized
20,"(2S,5R,6R)-6-amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",9.380211242,20087-62-1,CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(O)=O,,,https://doi.org/10.1021/acs.est.1c04907,"sulfide, disulfide",Sulfur-containing organics
21,"(2Z,4S,4aR,5S,5aR,6R,12aS)-2-(amino-hydroxymethylidene)-4-dimethylamino-5,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione dihydrate hydrochloride",9.880241776,83038-87-3,O.O.[Cl-].C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(=C(N)/O)/C(=O)[C@@]3(O)C(=O)C2=C(O)c4c(O)cccc14.[H+],,,https://doi.org/10.1021/acs.est.1c04884,diol,Polyfunctional / highly functionalized
22,"(2Z,4S,4aS,5aS,6S,12aS)-2-(amino-hydroxymethylidene)-4-dimethylamino-6,10,11,12a-tetrahydroxy-6-methyl-4,4a,5,5a-tetrahydrotetracene-1,3,12-trione",9.910090546,4572-56-9,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,,,https://doi.org/10.1021/acs.est.1c05401,diol,Polyfunctional / highly functionalized
23,"(2Z,4S,4aS,5aS,6S,12aS)-2-(amino-hydroxymethylidene)-7-chloro-4-dimethylamino-6,10,11,12a-tetrahydroxy-6-methyl-4,4a,5,5a-tetrahydrotetracene-1,3,12-trione hydrochloride",9.720159303,4572-56-9,[Cl-].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O.[H+],,,https://doi.org/10.1021/acs.est.1c04996,diol,Polyfunctional / highly functionalized
24,"(3E)-3-[hydroxy-(pyridin-2-ylamino)methylidene]-2-methyl-1,1-dioxobenzo[e]thiazin-4-one",10.23044892,108586-76-1,CN1C(=C(/O)Nc2ccccn2)/C(=O)c3ccccc3[S]1(=O)=O,,,https://doi.org/10.1021/acs.est.1c04509,"sulfide, disulfide",Sulfur-containing organics
25,"(3R,4S,5S,6R,7R,9R,10E,11S,12R,13S,14R)-6-(4-dimethylamino-3-hydroxy-6-methyloxan-2-yl)oxy-14-ethyl-7,12,13-trihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy-10-(2-methoxyethoxymethoxyimino)-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecan-2-one",9.729974286,118267-18-8,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC3OC(C)CC(C3O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,,,https://doi.org/10.1021/acs.est.1c05632,diol,Polyfunctional / highly functionalized
26,(4-Chloro-2-methylphenoxy)acetic acid,9.397940009,579-65-7,Cc1cc(Cl)ccc1OCC(=O)O,,,https://doi.org/10.1021/acs.est.1c04569,alcohol,Oxygenated organics
27,(4-chloro-2-methylphenoxy)acetic acid,9.4,579-65-7,Cc1cc(Cl)ccc1OCC(=O)O,7.0,25.0,Zhong et al.,alcohol,Oxygenated organics
28,"(4S,4aS,8aR)-4,8a-dimethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-4a-ol",9.889861721,19700-21-1,C[C@H]1CCC[C@@]2(C)CCCC[C@]12O,,,https://doi.org/10.1021/acs.est.1c04671,halogeneted,Halogenated organics
29,"(5R)-5-[(1S)-1,2-dihydroxyethyl]-3-hydroxy-4-oxofuran-2-olate",9.808885867,58657-35-5,OC[C@H](O)[C@H]1OC(=O)[C-](O)C1=O,,,https://doi.org/10.1021/acs.est.1c05414,diol,Polyfunctional / highly functionalized
30,"(5R,8S,11R,12S,15S,18S,19S,22R)-15-[3-(diaminomethylideneamino)propyl]-18-[(1E,3E,5S,6S)-6-methoxy-3,5-dimethyl-7-phenylhepta-1,3-dienyl]-1,5,12,19-tetramethyl-2-methylidene-8-(2-methylpropyl)-3,6,9,13,16,20,25-heptaoxo-1,4,7,10,14,17,21-heptazacyclopentacosane-11,22-dicarboxylic acid",10.36172784,77238-39-2,CO[C@@H](Cc1ccccc1)[C@@H](C)/C=C(C)/C=C/[C@@H]2NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]2C)C(O)=O)C(O)=O,,,https://doi.org/10.1021/acs.est.1c05258,diol,Polyfunctional / highly functionalized
31,"(6R,7R)-7-[[(2R)-2-amino-2-phenylacetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid hydrate hydrochloride",9.92992956,660847-27-8,O.[Cl-].CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(O)=O.[H+],,,https://doi.org/10.1021/acs.est.1c04990,diol,Polyfunctional / highly functionalized
32,(7-dimethylaminophenothiazin-3-ylidene)-dimethylazanium chloride,10.07918125,85670-01-5,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,,,https://doi.org/10.1021/acs.est.1c05621,halogeneted,Halogenated organics
33,"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",9.69019608,28426-34-8,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,,,https://doi.org/10.1021/acs.est.1c04419,halogeneted,Halogenated organics
34,"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",10.14921911,1323-51-9,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,,,https://doi.org/10.1021/acs.est.1c04585,halogeneted,Halogenated organics
35,"(E)-1,2-diethoxyethene",9.361727836,26349-94-0,CCO\C=C\OCC,,,https://doi.org/10.1021/acs.est.1c05223,alcohol,Oxygenated organics
36,"(E)-N-[2-[[5-(dimethylaminomethyl)furan-2-yl]methylsulfanyl]ethyl]-N'-methyl-2-nitroethene-1,1-diamine hydrochloride",9.792391689,135017-03-7,[H+].[Cl-].CNC(/NCCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O,,,https://doi.org/10.1021/acs.est.1c04415,halogeneted,Halogenated organics
37,(E)-but-2-enal,9.763427994,2288716-06-1,C/C=C/C=O,,,https://doi.org/10.1021/acs.est.1c05451,halogeneted,Halogenated organics
38,(Isobutane ) 2-methylpropane,9.662757832,75-28-5,CC(C)C,,,https://doi.org/10.1021/acsestengg.5c00135,alkane,Aliphatic hydrocarbons
39,"(Z)-1,2-Dichloroethene",9.579783597,156-59-2,Cl\C=C/Cl,,,https://doi.org/10.1021/acs.est.1c05674,halogeneted,Halogenated organics
40,"(Z)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",9.255272505,923267-65-6,OC(=O)\C=C/c1ccc(O)c(O)c1,,,https://doi.org/10.1021/acs.est.1c05608,alcohol,Oxygenated organics
41,"1,1'-Azobis(N,N-dimethylformide) (Diamide)",9.62324929,10465-78-8,CN(C)C(=O)N=NC(=O)N(C)C,,,https://doi.org/10.1021/acs.est.1c04545,halogeneted,Halogenated organics
42,"1,1'-azobis(N,N-dimethylformamide)",9.89,10465-78-8,CN(C)C(=O)N=NC(=O)N(C)C,7.1,25.0,NIST,halogeneted,Halogenated organics
43,"1,1'-azobis(N,N-dimethylformamide)",9.62,10465-78-8,CN(C)C(=O)N=NC(=O)N(C)C,7.0,25.0,NIST,halogeneted,Halogenated organics
44,"1,1'-dimethyl-4,4'-bipyridinium",8.4,56343-74-9,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,7.0,25.0,NIST,halogeneted,Halogenated organics
45,"1,1'-tellurobisbenzene",10.11,2888/11/1,c1ccc([Te]c2ccccc2)cc1,7.0,25.0,NIST,benzene,Aromatic & PAHs
46,"1,1,1,2,2-pentachloroethane",7.0,2011/1/8,ClC(Cl)C(Cl)(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c05201,halogeneted,Halogenated organics
47,"1,1,1,2-TETRACHLOROETHANE",8.255272505,117164-18-8,ClCC(Cl)(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c05048,halogeneted,Halogenated organics
48,"1,1,1,2-tetrachloroethane",8.23,117164-18-8,C(C(Cl)(Cl)Cl)Cl,7.0,25.0,"Mao et al., 1991",alkane,Aliphatic hydrocarbons
49,"1,1,1,2-tetrachloroethane",7.26,117164-18-8,C(C(Cl)(Cl)Cl)Cl,6.0,25.0,NIST,alkane,Aliphatic hydrocarbons
50,"1,1,1-2-tetrachloro ethane",8.255272505,630-20-6,C(C(Cl)(Cl)Cl)Cl,,,https://doi.org/10.1021/acsestengg.5c00238,alkane,Aliphatic hydrocarbons
51,"1,1,1-2-tetrachloro ethane",8.255272505,113230-57-2,ClC(Cl)C(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c05046,halogeneted,Halogenated organics
52,"1,1,1-Trichloroethane",7.602059991,,CC(Cl)(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c05564,alkane,Aliphatic hydrocarbons
53,"1,1,1-trichloro ethane",8.0,71-55-6,CC(Cl)(Cl)Cl,,,https://doi.org/10.1021/acsestengg.5c00240,alkane,Aliphatic hydrocarbons
54,"1,1,1-trichloro-2-methyl-2-propanol",8.43,153355-48-7,CC(C)(O)C(Cl)(Cl)Cl,3.0,25.0,NIST,alkane,Aliphatic hydrocarbons
55,"1,1,1-trichloro-2-methylpropan-2-ol",8.42975228,78457-01-9,CC(C)(O)C(Cl)(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c04915,alkane,Aliphatic hydrocarbons
56,"1,1,1-trichloroethane",8.0,71-55-6,CC(Cl)(Cl)Cl,6.7,25.0,Getoff 1989,alkane,Aliphatic hydrocarbons
57,"1,1,1-trichloroethane",7.6,71-55-6,CC(Cl)(Cl)Cl,7.0,25.0,"Lat et al., 1988",alkane,Aliphatic hydrocarbons
58,"1,1,1-trichloropropan-2-one",7.51851394,62486-24-2,CC(=O)C(Cl)(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c04706,alkane,Aliphatic hydrocarbons
59,"1,1,2,2-TETRABROMOETHANE",8.342422681,79-27-6,BrC(Br)C(Br)Br,,,https://doi.org/10.1021/acs.est.1c04382,halogeneted,Halogenated organics
60,"1,1,2,2-Tetrachloroethene",9.301029996,163913-51-7,ClC(Cl)=C(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c05535,halogeneted,Halogenated organics
61,"1,1,2,2-tetra bromo ethane",8.342422681,79-27-6,C(C(Br)Br)(Br)Br,,,https://doi.org/10.1021/acsestengg.5c00237,halogeneted,Halogenated organics
62,"1,1,2,2-tetrabromoethane",8.34,79-27-6,BrC(Br)C(Br)Br,7.0,25.0,NIST,halogeneted,Halogenated organics
63,"1,1,2,2-tetrachloroethane",8.4,79-34-5,C(C(Cl)Cl)(Cl)Cl,7.0,25.0,"Milosavljevic et al., 2005",alkane,Aliphatic hydrocarbons
64,"1,1,2-TRICHLOROETHANE",8.11058971,171086-93-4,ClCC(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c04452,halogeneted,Halogenated organics
65,"1,1,2-trichloroethane",8.48,171086-93-4,C(C(Cl)Cl)Cl,2.8,24.0,"Haag and Yao, 1992",alkane,Aliphatic hydrocarbons
66,"1,1,2-trichloroethane",8.04,171086-93-4,C(C(Cl)Cl)Cl,7.0,25.0,"Lat et al., 1988",alkane,Aliphatic hydrocarbons
67,"1,1,2-trichloroethene",9.462397998,29406-20-0,ClC=C(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c04488,halogeneted,Halogenated organics
68,"1,1,3,3-Tetramethylthiourea",9.903089987,2782-91-4,CN(C)C(=S)N(C)C,,,https://doi.org/10.1021/acs.est.1c04653,halogeneted,Halogenated organics
69,"1,1,3,3-Tetramethylurea",9.716003344,632-22-4,CN(C)C(=O)N(C)C,,,https://doi.org/10.1021/acs.est.1c05261,halogeneted,Halogenated organics
70,"1,1-2-trichloro ethane",8.041392685,79-00-5,C(C(Cl)Cl)Cl,,,https://doi.org/10.1021/acsestengg.5c00239,alkane,Aliphatic hydrocarbons
71,"1,1-DICHLOROETHANE",8.113943352,1300-21-6,CC(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c04782,alkane,Aliphatic hydrocarbons
72,"1,1-DIMETHOXYETHANE",9.342422681,114790-46-4,COC(C)OC,,,https://doi.org/10.1021/acs.est.1c04941,diol,Polyfunctional / highly functionalized
73,"1,1-Dichloroethene",8.113943352,99402-86-5,ClC(Cl)=C,,,https://doi.org/10.1021/acs.est.1c04742,halogeneted,Halogenated organics
74,"1,1-Dichloroethylene",9.833147112,75-35-4,C=C(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c05171,halogeneted,Halogenated organics
75,"1,1-Dimethyl-3-phenylurea",9.86923172,4482-55-7,CN(C)C(=O)Nc1ccccc1,,,https://doi.org/10.1021/acs.est.1c05148,benzene,Aromatic & PAHs
76,"1,1-Dimethylhydrazine",10.20411998,496924-23-3,CN(C)N,,,https://doi.org/10.1021/acs.est.1c05512,halogeneted,Halogenated organics
77,"1,1-dichloro ethane",8.113943352,75-34-3,CC(Cl)Cl,,,https://doi.org/10.1021/acsestengg.5c00234,alkane,Aliphatic hydrocarbons
78,"1,1-dichloroethane",8.11,1300-21-6,CC(Cl)Cl,7.0,25.0,"Lat et al., 1988",alkane,Aliphatic hydrocarbons
79,"1,1-dichloropropan-2-one",7.944482672,26545-73-3,CC(=O)C(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c05593,alkane,Aliphatic hydrocarbons
80,"1,1-dimethoxyethane",9.34,114790-46-4,COC(C)OC,7.0,25.0,Zhong et al.,diol,Polyfunctional / highly functionalized
81,"1,1-dimethoxyethane",9.342422681,534-15-6,CC(OC)OC,,,https://doi.org/10.1021/acsestengg.5c00169,alcohol,Oxygenated organics
82,"1,1-dimethyl hydramine",10.2,1072-54-4,C(C)NN,9.7,25.0,"Simic and Hayen, 1972",halogeneted,Halogenated organics
83,"1,1-dimethyl hydrazine",10.20411998,57-14-7,CN(C)N,,,https://doi.org/10.1021/acsestengg.5c00320,halogeneted,Halogenated organics
84,"1,1-dimethyl-3-(4-propan-2-ylphenyl)urea",9.899820502,136132-27-9,CC(C)c1ccc(NC(=O)N(C)C)cc1,,,https://doi.org/10.1021/acs.est.1c04427,cyclo,Aromatic & PAHs
85,"1,1-dimethylethyl-hydroperoxide",7.45,148599-90-0,CC(C)(C)OO,7.0,25.0,NIST,ester,Oxygenated organics
86,"1,1-dimethylethyl-hydroperoxide",7.9,148599-90-0,CC(C)(C)OO,7.4,25.0,NIST,ester,Oxygenated organics
87,"1,1-dimethylhydrazine",10.2,496924-23-3,CN(C)N,9.7,25.0,NIST,halogeneted,Halogenated organics
88,"1,1-dimethylhydrazinium ion",8.91,44251-49-2,C[NH+](C)N,3.5,25.0,NIST,halogeneted,Halogenated organics
89,"1,1-ethanediol",9.08,4991-30-4,CC(O)O,7.0,25.0,Shuchmann 1988,alkane,Aliphatic hydrocarbons
90,"1,1-ethanediol",9.079181246,4433-56-1,CC(O)O,,,https://doi.org/10.1021/acsestengg.5c00159,alkane,Aliphatic hydrocarbons
91,"1,10-Phenanthroline",9.84509804,90412-47-8,c1cnc2c(c1)ccc1cccnc12,,,https://doi.org/10.1021/acs.est.1c05332,cyclo,Aromatic & PAHs
92,"1,10-Phenanthroline-5,6-dione",9.491361694,602331-25-9,O=C1C(=O)c2cccnc2-c2ncccc21,,,https://doi.org/10.1021/acs.est.1c05517,cyclo,Aromatic & PAHs
93,"1,10-phenanthroline-5,6-dione",9.49,602331-25-9,O=C1C(=O)c2cccnc2-c2ncccc21,7.0,25.0,Zhong et al.,cyclo,Aromatic & PAHs
94,"1,2,3,4,5,6-Hexachlorocyclohexane",8.759667845,8073-23-2,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,,,https://doi.org/10.1021/acs.est.1c05538,benzene,Aromatic & PAHs
95,"1,2,3,4,5,6-hexachlorobenzene",8.380211242,51568-42-4,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,,https://doi.org/10.1021/acs.est.1c05374,benzene,Aromatic & PAHs
96,"1,2,3,4,5,6-hexafluorobenzene",9.146128036,91711-70-5,Fc1c(F)c(F)c(F)c(F)c1F,,,https://doi.org/10.1021/acs.est.1c05461,benzene,Aromatic & PAHs
97,"1,2,3,4,5,6-hexamethylbenzene",9.857332496,12088-11-8,Cc1c(C)c(C)c(C)c(C)c1C,,,https://doi.org/10.1021/acs.est.1c04465,benzene,Aromatic & PAHs
98,"1,2,3,4,5-Pentafluorobenzene",9.84509804,7231-34-7,Fc1cc(F)c(F)c(F)c1F,,,https://doi.org/10.1021/acs.est.1c04718,benzene,Aromatic & PAHs
99,"1,2,3,4,5-Pentamethylbenzene",9.875061263,91345-58-3,Cc1cc(C)c(C)c(C)c1C,,,https://doi.org/10.1021/acs.est.1c05218,benzene,Aromatic & PAHs
100,"1,2,3,4,5-pentadeuterio-6-nitrobenzene",9.49,2154-55-4,[2H]c1c([2H])c([2H])c([N+](=O)[O-])c([2H])c1[2H],7.0,25.0,NIST,cyclo,Aromatic & PAHs
101,"1,2,3,4,7,7-hexachloro-6,6-bis(chloromethyl)-5-methylidenebicyclo[2.2.1]heptane",8.667452953,17280-38-5,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c04426,cyclo,Aromatic & PAHs
102,"1,2,3,4-TETRAMETHYLBENZENE",9.857332496,1108-34-5,Cc1ccc(C)c(C)c1C,,,https://doi.org/10.1021/acs.est.1c05208,benzene,Aromatic & PAHs
103,"1,2,3,4-Tetrafluorobenzene",9.903089987,551-62-2,Fc1ccc(F)c(F)c1F,,,https://doi.org/10.1021/acs.est.1c04918,benzene,Aromatic & PAHs
104,"1,2,3,4-Tetrahydro-1-naphthol",9.84509804,529-33-9,OC1CCCc2ccccc21,,,https://doi.org/10.1021/acs.est.1c04417,alcohol,Oxygenated organics
105,"1,2,3,4-butanetetrol",9.18,73977-54-5,OCC(O)C(O)CO,7.0,25.0,NIST,alcohol,Oxygenated organics
106,"1,2,3,4-tetrafluoro benzene",9.903089987,551-62-2,C1=CC(=C(C(=C1F)F)F)F,,,https://doi.org/10.1021/acsestengg.5c00456,halogeneted,Halogenated organics
107,"1,2,3,4-tetrafluoro benzene",9.9,138947-26-9,Fc1ccc(F)c(F)c1F,7.0,25.0,Zhong et al.,benzene,Aromatic & PAHs
108,"1,2,3,4-tetrahydro-1-naphthol",9.85,529-33-9,OC1CCCc2ccccc21,1.8,25.0,NIST,alcohol,Oxygenated organics
109,"1,2,3,4-tetramethyl benzene",9.857332496,488-23-3,CC1=C(C(=C(C=C1)C)C)C,,,https://doi.org/10.1021/acsestengg.5c00455,alkane,Aliphatic hydrocarbons
110,"1,2,3,4-tetramethylbenzen",9.86,142633-71-4,Cc1ccc(C)c(C)c1C,7.0,25.0,"Sehested et al., 1975",benzene,Aromatic & PAHs
111,"1,2,3,5-Tetramethylbenzene",9.851258349,1219795-11-5,Cc1cc(C)c(C)c(C)c1,,,https://doi.org/10.1021/acs.est.1c05504,benzene,Aromatic & PAHs
112,"1,2,3,5-tetramethyl benzene",9.851258349,527-53-7,CC1=CC(=C(C(=C1)C)C)C,,,https://doi.org/10.1021/acsestengg.5c00457,alkane,Aliphatic hydrocarbons
113,"1,2,3,5-tetramethylbenzen",9.85,634-89-9,Cc1cc(C)c(C)c(C)c1,7.0,25.0,"Sehested et al., 1975",benzene,Aromatic & PAHs
114,"1,2,3-Benztriazole",9.880813592,1082041-67-5,c1ccc2[nH]nnc2c1,,,https://doi.org/10.1021/acs.est.1c04956,cyclo,Aromatic & PAHs
115,"1,2,3-TRIFLUOROBENZENE",9.568201724,1489-53-8,Fc1cccc(F)c1F,,,https://doi.org/10.1021/acs.est.1c04537,benzene,Aromatic & PAHs
116,"1,2,3-Trimethoxybenzene",9.84509804,634-36-6,COc1cccc(OC)c1OC,,,https://doi.org/10.1021/acs.est.1c04822,diol,Polyfunctional / highly functionalized
117,"1,2,3-Trimethylbenzene",9.84509804,57820-96-9,Cc1cccc(C)c1C,,,https://doi.org/10.1021/acs.est.1c04574,benzene,Aromatic & PAHs
118,"1,2,3-benztriazole",9.88,1082041-67-5,c1ccc2[nH]nnc2c1,7.0,25.0,Zhong et al.,cyclo,Aromatic & PAHs
